epoch,iso,http_code,latency_ms
1782552444,2026-06-27T09:27:24Z,200,2.6
1782552445,2026-06-27T09:27:26Z,200,1.2
1782552447,2026-06-27T09:27:27Z,200,0.5
1782552448,2026-06-27T09:27:28Z,200,2.0
1782552449,2026-06-27T09:27:29Z,200,0.7
1782552450,2026-06-27T09:27:30Z,200,1.1
1782552451,2026-06-27T09:27:31Z,200,0.4
1782552452,2026-06-27T09:27:32Z,200,1.7
1782552453,2026-06-27T09:27:33Z,200,1.6
1782552454,2026-06-27T09:27:34Z,200,3.0
1782552455,2026-06-27T09:27:35Z,200,0.9
1782552456,2026-06-27T09:27:36Z,200,0.4
1782552457,2026-06-27T09:27:37Z,200,2.9
1782552458,2026-06-27T09:27:38Z,200,1.2
1782552459,2026-06-27T09:27:39Z,200,1.2
1782552460,2026-06-27T09:27:40Z,200,0.7
1782552461,2026-06-27T09:27:41Z,200,1.2
1782552462,2026-06-27T09:27:42Z,200,2.4
1782552463,2026-06-27T09:27:43Z,200,0.6
1782552464,2026-06-27T09:27:44Z,200,1.4
1782552465,2026-06-27T09:27:45Z,200,0.9
1782552466,2026-06-27T09:27:46Z,200,1.3
1782552467,2026-06-27T09:27:47Z,200,3.2
1782552468,2026-06-27T09:27:48Z,200,0.8
1782552469,2026-06-27T09:27:49Z,200,1.2
1782552470,2026-06-27T09:27:50Z,200,1.6
1782552471,2026-06-27T09:27:51Z,200,0.5
1782552472,2026-06-27T09:27:52Z,200,0.7
1782552473,2026-06-27T09:27:53Z,200,1.1
1782552474,2026-06-27T09:27:54Z,200,1.4
1782552475,2026-06-27T09:27:55Z,200,3.3
1782552476,2026-06-27T09:27:56Z,200,0.5
1782552477,2026-06-27T09:27:57Z,200,1.0
1782552478,2026-06-27T09:27:58Z,200,2.7
1782552479,2026-06-27T09:27:59Z,200,0.8
1782552480,2026-06-27T09:28:00Z,200,0.7
1782552482,2026-06-27T09:28:02Z,200,0.9
1782552483,2026-06-27T09:28:03Z,200,2.0
1782552484,2026-06-27T09:28:04Z,200,0.6
1782552485,2026-06-27T09:28:05Z,200,0.8
1782552486,2026-06-27T09:28:06Z,200,0.5
1782552487,2026-06-27T09:28:07Z,200,0.4
1782552488,2026-06-27T09:28:08Z,200,1.7
1782552489,2026-06-27T09:28:09Z,200,1.6
1782552490,2026-06-27T09:28:10Z,200,0.7
1782552491,2026-06-27T09:28:11Z,200,1.2
1782552492,2026-06-27T09:28:12Z,200,0.4
1782552493,2026-06-27T09:28:13Z,200,1.0
1782552494,2026-06-27T09:28:14Z,200,1.4
1782552495,2026-06-27T09:28:15Z,200,1.7
1782552496,2026-06-27T09:28:16Z,200,1.7
1782552497,2026-06-27T09:28:17Z,200,0.6
1782552498,2026-06-27T09:28:18Z,200,0.7
1782552499,2026-06-27T09:28:19Z,200,1.1
1782552500,2026-06-27T09:28:20Z,200,1.1
1782552501,2026-06-27T09:28:21Z,200,0.8
1782552502,2026-06-27T09:28:22Z,200,1.1
1782552503,2026-06-27T09:28:23Z,200,0.8
1782552504,2026-06-27T09:28:24Z,200,2.3
1782552505,2026-06-27T09:28:25Z,200,1.1
1782552506,2026-06-27T09:28:26Z,200,0.7
1782552507,2026-06-27T09:28:27Z,200,0.4
1782552508,2026-06-27T09:28:28Z,200,1.0
1782552509,2026-06-27T09:28:29Z,200,0.4
1782552510,2026-06-27T09:28:30Z,200,2.0
1782552511,2026-06-27T09:28:31Z,200,0.6
1782552512,2026-06-27T09:28:32Z,200,1.9
1782552513,2026-06-27T09:28:33Z,200,1.3
1782552514,2026-06-27T09:28:34Z,200,0.8
1782552515,2026-06-27T09:28:35Z,200,1.1
1782552516,2026-06-27T09:28:37Z,200,1.2
1782552518,2026-06-27T09:28:38Z,200,4.4
1782552519,2026-06-27T09:28:39Z,200,0.5
1782552520,2026-06-27T09:28:40Z,200,0.9
1782552521,2026-06-27T09:28:41Z,200,1.0
1782552522,2026-06-27T09:28:42Z,200,0.4
1782552523,2026-06-27T09:28:43Z,200,1.2
1782552524,2026-06-27T09:28:44Z,200,2.1
1782552525,2026-06-27T09:28:45Z,200,0.4
1782552526,2026-06-27T09:28:46Z,200,3.1
1782552527,2026-06-27T09:28:47Z,200,0.6
1782552528,2026-06-27T09:28:48Z,200,0.6
1782552529,2026-06-27T09:28:49Z,200,1.5
1782552530,2026-06-27T09:28:50Z,200,1.7
1782552531,2026-06-27T09:28:51Z,200,1.9
1782552532,2026-06-27T09:28:52Z,200,1.9
1782552533,2026-06-27T09:28:53Z,200,0.4
1782552534,2026-06-27T09:28:54Z,200,0.4
1782552535,2026-06-27T09:28:55Z,200,1.6
1782552536,2026-06-27T09:28:56Z,200,0.4
1782552537,2026-06-27T09:28:57Z,200,2.5
1782552538,2026-06-27T09:28:58Z,200,1.3
1782552539,2026-06-27T09:28:59Z,200,1.4
1782552540,2026-06-27T09:29:00Z,200,1.0
1782552541,2026-06-27T09:29:01Z,200,1.8
1782552542,2026-06-27T09:29:02Z,200,1.3
1782552543,2026-06-27T09:29:03Z,200,1.3
1782552544,2026-06-27T09:29:04Z,200,0.6
1782552545,2026-06-27T09:29:05Z,200,0.7
1782552546,2026-06-27T09:29:06Z,200,1.7
1782552547,2026-06-27T09:29:07Z,200,0.8
1782552548,2026-06-27T09:29:08Z,200,2.0
1782552549,2026-06-27T09:29:09Z,200,1.2
1782552550,2026-06-27T09:29:10Z,200,0.6
1782552551,2026-06-27T09:29:11Z,200,0.5
1782552552,2026-06-27T09:29:13Z,200,0.6
1782552554,2026-06-27T09:29:14Z,200,1.3
1782552555,2026-06-27T09:29:15Z,200,0.8
1782552556,2026-06-27T09:29:16Z,200,1.5
1782552557,2026-06-27T09:29:17Z,200,2.1
1782552558,2026-06-27T09:29:18Z,200,1.4
1782552559,2026-06-27T09:29:19Z,200,1.1
1782552560,2026-06-27T09:29:20Z,200,1.1
1782552561,2026-06-27T09:29:21Z,200,2.0
1782552562,2026-06-27T09:29:22Z,200,2.8
1782552563,2026-06-27T09:29:23Z,200,1.5
1782552564,2026-06-27T09:29:24Z,200,1.6
1782552565,2026-06-27T09:29:25Z,200,0.8
1782552566,2026-06-27T09:29:26Z,200,1.8
1782552567,2026-06-27T09:29:27Z,200,1.1
1782552568,2026-06-27T09:29:28Z,200,0.9
1782552569,2026-06-27T09:29:29Z,200,5.0
1782552570,2026-06-27T09:29:30Z,200,1.1
1782552571,2026-06-27T09:29:31Z,200,1.0
1782552572,2026-06-27T09:29:32Z,200,1.7
1782552573,2026-06-27T09:29:33Z,200,1.7
1782552574,2026-06-27T09:29:34Z,200,1.5
