epoch,iso,http_code,latency_ms
1782554379,2026-06-27T09:59:39Z,200,2.0
1782554380,2026-06-27T09:59:40Z,200,1.0
1782554381,2026-06-27T09:59:41Z,200,1.3
1782554382,2026-06-27T09:59:42Z,200,0.9
1782554384,2026-06-27T09:59:44Z,200,0.8
1782554385,2026-06-27T09:59:45Z,200,1.3
1782554386,2026-06-27T09:59:46Z,200,0.7
1782554387,2026-06-27T09:59:47Z,200,1.3
1782554388,2026-06-27T09:59:48Z,200,0.8
1782554389,2026-06-27T09:59:49Z,200,0.9
1782554390,2026-06-27T09:59:50Z,200,1.9
1782554391,2026-06-27T09:59:51Z,200,2.6
1782554392,2026-06-27T09:59:52Z,200,1.2
1782554393,2026-06-27T09:59:53Z,200,1.9
1782554394,2026-06-27T09:59:54Z,200,2.3
1782554395,2026-06-27T09:59:55Z,200,1.5
1782554396,2026-06-27T09:59:56Z,200,2.0
1782554397,2026-06-27T09:59:57Z,200,1.4
1782554398,2026-06-27T09:59:58Z,200,2.0
1782554399,2026-06-27T09:59:59Z,200,1.5
1782554400,2026-06-27T10:00:00Z,200,1.6
1782554401,2026-06-27T10:00:01Z,200,1.7
1782554402,2026-06-27T10:00:02Z,200,1.3
1782554403,2026-06-27T10:00:03Z,200,2.2
1782554404,2026-06-27T10:00:04Z,200,2.3
1782554405,2026-06-27T10:00:05Z,200,1.9
1782554406,2026-06-27T10:00:06Z,200,1.8
1782554407,2026-06-27T10:00:07Z,200,1.5
1782554408,2026-06-27T10:00:08Z,200,2.0
1782554409,2026-06-27T10:00:09Z,200,1.6
1782554410,2026-06-27T10:00:10Z,200,0.6
1782554411,2026-06-27T10:00:11Z,200,1.5
1782554412,2026-06-27T10:00:12Z,200,1.0
1782554413,2026-06-27T10:00:13Z,200,1.0
1782554415,2026-06-27T10:00:15Z,200,1.5
1782554416,2026-06-27T10:00:16Z,200,1.0
1782554417,2026-06-27T10:00:17Z,200,0.7
1782554418,2026-06-27T10:00:18Z,200,1.0
1782554419,2026-06-27T10:00:19Z,200,1.1
1782554420,2026-06-27T10:00:20Z,200,1.0
1782554421,2026-06-27T10:00:21Z,200,1.7
1782554422,2026-06-27T10:00:22Z,200,1.5
1782554423,2026-06-27T10:00:23Z,200,0.8
1782554424,2026-06-27T10:00:24Z,200,1.0
1782554425,2026-06-27T10:00:25Z,200,1.2
1782554426,2026-06-27T10:00:26Z,200,1.1
1782554427,2026-06-27T10:00:27Z,200,1.2
1782554428,2026-06-27T10:00:28Z,200,1.6
1782554429,2026-06-27T10:00:29Z,200,1.5
1782554430,2026-06-27T10:00:30Z,200,1.3
1782554431,2026-06-27T10:00:31Z,200,1.1
1782554432,2026-06-27T10:00:32Z,200,0.8
1782554433,2026-06-27T10:00:33Z,200,1.1
1782554434,2026-06-27T10:00:34Z,200,1.2
1782554435,2026-06-27T10:00:35Z,200,1.6
1782554436,2026-06-27T10:00:36Z,200,1.0
1782554437,2026-06-27T10:00:37Z,200,0.9
1782554438,2026-06-27T10:00:38Z,200,1.9
1782554439,2026-06-27T10:00:39Z,200,1.7
1782554440,2026-06-27T10:00:40Z,200,1.2
1782554441,2026-06-27T10:00:41Z,200,1.6
1782554442,2026-06-27T10:00:42Z,200,1.3
1782554443,2026-06-27T10:00:43Z,200,1.1
1782554444,2026-06-27T10:00:44Z,200,0.8
1782554445,2026-06-27T10:00:45Z,200,2.2
1782554446,2026-06-27T10:00:46Z,200,1.8
1782554447,2026-06-27T10:00:48Z,200,1.2
1782554449,2026-06-27T10:00:49Z,200,0.8
1782554450,2026-06-27T10:00:50Z,200,1.4
1782554451,2026-06-27T10:00:51Z,200,0.8
1782554452,2026-06-27T10:00:52Z,200,1.6
1782554453,2026-06-27T10:00:53Z,200,1.1
1782554454,2026-06-27T10:00:54Z,200,1.7
1782554455,2026-06-27T10:00:55Z,200,1.4
1782554456,2026-06-27T10:00:56Z,200,1.0
1782554457,2026-06-27T10:00:57Z,200,0.6
1782554458,2026-06-27T10:00:58Z,200,1.2
1782554459,2026-06-27T10:00:59Z,200,1.1
1782554460,2026-06-27T10:01:00Z,200,1.3
1782554461,2026-06-27T10:01:01Z,200,0.6
1782554462,2026-06-27T10:01:02Z,200,0.9
1782554463,2026-06-27T10:01:03Z,200,1.7
1782554464,2026-06-27T10:01:04Z,200,0.7
1782554465,2026-06-27T10:01:05Z,200,1.2
1782554466,2026-06-27T10:01:06Z,200,1.2
1782554467,2026-06-27T10:01:07Z,200,0.9
1782554468,2026-06-27T10:01:08Z,200,1.2
1782554469,2026-06-27T10:01:09Z,200,1.1
1782554470,2026-06-27T10:01:10Z,200,1.4
1782554471,2026-06-27T10:01:11Z,200,2.5
1782554472,2026-06-27T10:01:12Z,200,2.8
1782554473,2026-06-27T10:01:13Z,200,1.9
1782554474,2026-06-27T10:01:14Z,200,1.7
1782554475,2026-06-27T10:01:15Z,200,1.7
1782554476,2026-06-27T10:01:16Z,200,2.0
1782554477,2026-06-27T10:01:17Z,200,1.6
1782554478,2026-06-27T10:01:18Z,200,2.1
1782554479,2026-06-27T10:01:20Z,200,1.4
1782554481,2026-06-27T10:01:21Z,200,0.9
1782554482,2026-06-27T10:01:22Z,200,1.8
1782554483,2026-06-27T10:01:23Z,200,2.3
1782554484,2026-06-27T10:01:24Z,200,1.7
1782554485,2026-06-27T10:01:25Z,200,1.9
1782554486,2026-06-27T10:01:26Z,200,1.2
1782554487,2026-06-27T10:01:27Z,200,2.2
1782554488,2026-06-27T10:01:28Z,200,1.0
1782554489,2026-06-27T10:01:29Z,200,2.2
1782554490,2026-06-27T10:01:30Z,200,1.2
1782554491,2026-06-27T10:01:31Z,200,1.3
1782554492,2026-06-27T10:01:32Z,200,1.1
1782554493,2026-06-27T10:01:33Z,200,1.2
1782554494,2026-06-27T10:01:34Z,200,1.4
1782554495,2026-06-27T10:01:35Z,200,1.7
1782554496,2026-06-27T10:01:36Z,200,1.2
1782554497,2026-06-27T10:01:37Z,200,1.5
1782554498,2026-06-27T10:01:38Z,200,0.8
1782554499,2026-06-27T10:01:39Z,200,1.0
1782554500,2026-06-27T10:01:40Z,200,1.5
1782554501,2026-06-27T10:01:41Z,200,1.3
1782554502,2026-06-27T10:01:42Z,200,1.4
1782554503,2026-06-27T10:01:43Z,200,1.3
1782554504,2026-06-27T10:01:44Z,200,1.6
1782554505,2026-06-27T10:01:45Z,200,1.6
1782554506,2026-06-27T10:01:46Z,200,1.1
1782554507,2026-06-27T10:01:47Z,200,0.5
1782554508,2026-06-27T10:01:48Z,200,0.8
1782554509,2026-06-27T10:01:49Z,200,1.1
1782554510,2026-06-27T10:01:50Z,200,0.9
1782554511,2026-06-27T10:01:51Z,200,1.5
1782554512,2026-06-27T10:01:53Z,200,0.6
1782554514,2026-06-27T10:01:54Z,200,0.8
1782554515,2026-06-27T10:01:55Z,200,0.8
1782554516,2026-06-27T10:01:56Z,200,1.1
